cik_str,ticker,title
1383701,CNAT,Histogen Inc.
1383701,HSTO,Histogen Inc.
1384101,VCYT,"VERACYTE, INC."
1384135,HEAT,"Lithium & Boron Technology, Inc."
1384195,REI,"RING ENERGY, INC."
1384710,MORE,"Monogram Residential Trust, Inc."
1384905,RNG,"RingCentral, Inc."
1385145,CEL,Cellcom Israel Ltd.
1385157,TEL,TE Connectivity Ltd.
1385280,CNK,"Cinemark Holdings, Inc."
1385329,CWSS,"Creative Waste Solutions, Inc."
1385508,OPNT,"OPIANT PHARMACEUTICALS, INC."
1385613,GLRE,"GREENLIGHT CAPITAL RE, LTD."
1385799,ABMT,Advanced Biomedical Technologies Inc.
1385818,AYTU,"AYTU BIOSCIENCE, INC"
1385818,AYTUW,"AYTU BIOSCIENCE, INC"
1385818,AYTUZ,"AYTU BIOSCIENCE, INC"
1385849,UUUU,ENERGY FUELS INC
1385849,UUUU-WT,ENERGY FUELS INC
1385867,COUP,Coupa Software Inc
1386018,TGRO,"Tiger Oil & Energy, Inc."
1386026,ZNGYQ,"ZENERGY BRANDS, INC."
1386049,BYOC,"Beyond Commerce, Inc."
1386278,GDOT,GREEN DOT CORP
1386301,RSSS,"Research Solutions, Inc."
1386570,CDXC,ChromaDex Corp.
1386716,SBLK,Star Bulk Carriers Corp.
1386716,SBLKZ,Star Bulk Carriers Corp.
1387467,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd
1387713,NEUL,"NEULION, INC."
1387976,CSRH,"Consorteum Holdings, Inc."
1388133,SHOR,ShoreTel Inc
1388180,NRBT,Novus Robotics Inc.
1388195,PMC,PharMerica CORP
1388319,USRM,"U.S. Stem Cell, Inc."
1388320,ATNM,"Actinium Pharmaceuticals, Inc."
1388410,PRLX,"PARALLAX HEALTH SCIENCES, INC."
1388430,CAI,"CAI International, Inc."
1388658,IRTC,"iRhythm Technologies, Inc."
1389002,MRIN,MARIN SOFTWARE INC
1389050,AROC,"Archrock, Inc."
1389067,TTCM,TAUTACHROME INC.
1389170,TRGP,Targa Resources Corp.
1389207,GFASY,Gafisa S.A.
1389518,TONJ,"Tongji Healthcare Group, Inc."
1389545,NBY,"NovaBay Pharmaceuticals, Inc."
1390162,HBMD,Howard Bancorp Inc
1390478,SLS,"SELLAS Life Sciences Group, Inc."
1390777,BK,Bank of New York Mellon Corp
1390777,BK-PC,Bank of New York Mellon Corp
1390844,WBC,WABCO Holdings Inc.
1391127,LLNW,"Limelight Networks, Inc."
1391135,AQSP,ACQUIRED SALES CORP
1391933,QNTO,QUAINT OAK BANCORP INC
1392091,BKEP,"Blueknight Energy Partners, L.P."
1392326,CPLP,Capital Product Partners L.P.
1392380,GEVO,"Gevo, Inc."
1392449,GPLB,Green Planet Bio Engineering Co. Ltd.
1392694,SURG,"Surge Holdings, Inc."
1392972,PRO,"PROS Holdings, Inc."
1393020,IVTY,"Invuity, Inc."
1393052,VEEV,VEEVA SYSTEMS INC
1393066,RFP,Resolute Forest Products Inc.
1393311,PSA-PW,Public Storage
1393311,PSA-PX,Public Storage
1393311,PSA-PH,Public Storage
1393311,PSA-PI,Public Storage
1393311,PSA-PJ,Public Storage
1393311,PSA-PK,Public Storage
1393311,PSA-PL,Public Storage
1393311,PSA-PV,Public Storage
1393311,PSA-PB,Public Storage
1393311,PSA-PC,Public Storage
1393311,PSA-PD,Public Storage
1393311,PSA-PE,Public Storage
1393311,PSA-PF,Public Storage
1393311,PSA-PG,Public Storage
1393311,PSA,Public Storage
1393434,OCUL,"OCULAR THERAPEUTIX, INC"
1393540,IGEN,IGEN NETWORKS CORP
1393548,CLIS,ClickStream Corp
1393612,DFS,Discover Financial Services
1393726,TIPT,TIPTREE INC.
1393772,BUDZ,"WEED, INC."
1393818,BX,Blackstone Group Inc
1393883,DHX,"DHI GROUP, INC."
1394029,YGEHY,YINGLI GREEN ENERGY HOLDING CO LTD
1394056,OSS,"ONE STOP SYSTEMS, INC."
1394108,SUIC,Sino United Worldwide Consolidated Ltd.
1394156,SAUC,"Diversified Restaurant Holdings, Inc."
1394319,TCON,"Tracon Pharmaceuticals, Inc."
1394638,CLCN,CREATIVE LEARNING Corp
1394872,AWGI,Ambient Water Corp
1395064,TAK,TAKEDA PHARMACEUTICAL CO LTD
1395213,EDN,EDENOR
1395848,IOTS,ADESTO TECHNOLOGIES Corp
1395937,SNDX,Syndax Pharmaceuticals Inc
1395942,KAR,"KAR Auction Services, Inc."
1396009,VMC,Vulcan Materials CO
1396033,LL,"Lumber Liquidators Holdings, Inc."
1396054,LITH,U.S. Lithium Corp.
1396446,CYS,"CYS Investments, Inc."
1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC."
1396633,SUME,SUMMER ENERGY HOLDINGS INC
1396814,PCRX,"Pacira BioSciences, Inc."
1396878,UGA,"United States Gasoline Fund, LP"
1397016,OPXS,Optex Systems Holdings Inc
1397047,FPAY,"FlexShopper, Inc."
1397187,LULU,lululemon athletica inc.
1397516,REXX,REX ENERGY CORP
1397702,SILK,Silk Road Medical Inc
1397911,LPLA,LPL Financial Holdings Inc.
1398137,GNAL,"Generation Alpha, Inc."
1398453,XIN,"Xinyuan Real Estate Co., Ltd."
1398529,GKIT,"GREENKRAFT, INC."
1398659,G,Genpact LTD
1398733,AQST,"Aquestive Therapeutics, Inc."
1398805,EVSI,"Envision Solar International, Inc."
1398805,EVSIW,"Envision Solar International, Inc."
1398987,RLGY,REALOGY HOLDINGS CORP.
1399249,PZN,"Pzena Investment Management, Inc."
1399306,SIML,Simlatus Corp
1399306,SIMLD,Simlatus Corp
1399352,WARM,"COOL TECHNOLOGIES, INC."
1399520,STKS,"ONE Group Hospitality, Inc."
1399529,DRNA,Dicerna Pharmaceuticals Inc
1399708,NVCN,NEOVASC INC
1399855,NAUH,"National American University Holdings, Inc."
1399935,FRAN,Francesca's Holdings CORP
1400482,KBBTF,KUBOTA PHARMACEUTICAL HOLDINGS CO LTD
1400683,STWC,"STWC. Holdings, Inc."
1400810,HCI,"HCI Group, Inc."
1400891,IHETW,"iHeartMedia, Inc."
1400891,IHRT,"iHeartMedia, Inc."
1401040,DMAC,DiaMedica Therapeutics Inc.
1401112,PRGNF,Paragon Shipping Inc.
1401257,FET,"FORUM ENERGY TECHNOLOGIES, INC."
1401395,NEPT,Neptune Wellness Solutions Inc.
1401521,UIHC,UNITED INSURANCE HOLDINGS CORP.
1401564,FFNW,"First Financial Northwest, Inc."
1401667,PBYI,"PUMA BIOTECHNOLOGY, INC."
1401680,CSOD,Cornerstone OnDemand Inc
1401708,NSTG,NanoString Technologies Inc
1401835,SRGZ,Star Gold Corp.
1401914,DARE,"Dare Bioscience, Inc."
1402057,CDW,CDW Corp
1402328,SBFM,"Sunshine Biopharma, Inc"
1402436,SSNC,SS&C Technologies Holdings Inc
1402453,HHER,Her Imports
1402479,MYOS,MYOS RENS TECHNOLOGY INC.
1402606,BCOM,B COMMUNICATIONS LTD
1402737,VICA,Rafina Innovations Inc.
1402829,ORN,Orion Group Holdings Inc
1402902,CZZ,Cosan Ltd.
1403085,JRJR,"JRjr33, Inc."
1403161,V,VISA INC.
1403256,SCU,"Sculptor Capital Management, Inc."
1403431,HCCI,"Heritage-Crystal Clean, Inc."
1403475,BMRC,Bank of Marin Bancorp
1403528,OAK-PA,"Oaktree Capital Group, LLC"
1403528,OAK-PB,"Oaktree Capital Group, LLC"
1403568,ULTA,"Ulta Beauty, Inc."
1403570,QTMM,QUANTUM MATERIALS CORP.
1403676,GLTC,"GelTech Solutions, Inc."
1403708,EVOK,Evoke Pharma Inc
1403752,ZYME,Zymeworks Inc.
1403802,SPDL,"SPINDLE, INC."
1403853,NES,"Nuverra Environmental Solutions, Inc."
1404079,SSNYY,Samson Oil & Gas LTD
1404123,ONEM,1Life Healthcare Inc
1404281,NVUS,"Novus Therapeutics, Inc."
1404296,ACFC,Atlantic Coast Financial CORP
1404644,NLTX,"Neoleukin Therapeutics, Inc."
1404655,HUBS,HUBSPOT INC
1404804,OMTK,Omnitek Engineering Corp
1404912,KKR,KKR & Co. Inc.
1404912,KKR-PA,KKR & Co. Inc.
1404912,KKR-PB,KKR & Co. Inc.
1404935,THCT,"THC Therapeutics, Inc."
1404973,EGC,"Energy XXI Gulf Coast, Inc."
1405073,AREXQ,Approach Resources Inc
1405227,URAL,"UNITED RAIL, INC."
1405227,URALD,"UNITED RAIL, INC."
1405495,IDCC,"InterDigital, Inc."
1405513,UNL,"United States 12 Month Natural Gas Fund, LP"
1405528,USL,"United States 12 Month Oil Fund, LP"
1405660,AIKO,Alternative Investment Corp
1405663,IMAHF,I-Minerals Inc
1406234,BIP,Brookfield Infrastructure Partners L.P.
1406587,FOR,Forestar Group Inc.
1406666,CALX,"CALIX, INC"
1407067,FSB,Franklin Financial Network Inc.
1407298,FLY,Fly Leasing Ltd
1407573,PHBR,PhoneBrasil Internetional Inc
1407623,ROIC,RETAIL OPPORTUNITY INVESTMENTS CORP
1407704,BOTY,"LINGERIE FIGHTING CHAMPIONSHIPS, INC."
1407878,DLOC,"Digital Locations, Inc."
1408057,ICCT,iCoreConnect Inc.
1408075,GPK,GRAPHIC PACKAGING HOLDING CO
1408100,KW,"Kennedy-Wilson Holdings, Inc."
1408146,SCYYF,SCANDIUM INTERNATIONAL MINING CORP.
1408198,MSCI,MSCI Inc.
1408278,SYNC,"Synacor, Inc."
1408443,MIST,Milestone Pharmaceuticals Inc.
1408534,FGBI,"First Guaranty Bancshares, Inc."
1408710,FN,Fabrinet
1409036,TARSF,Alianza Minerals Ltd.
1409171,TITN,Titan Machinery Inc.
1409175,WECT,"WECONNECT Tech International, Inc."
1409197,BSPK,"Bespoke Extracts, Inc."
1409253,NAFS,"North America Frac Sand, Inc."
1409269,VERO,Venus Concept Inc.
1409375,OESX,"ORION ENERGY SYSTEMS, INC."
1409431,THRO,Theron Resource Group
1409446,NHMD,Nate's Food Co.
1409493,CIM,CHIMERA INVESTMENT CORP
1409916,NRTSF,Nobilis Health Corp.
1409970,LC,LendingClub Corp
1409999,DGDM,"Digital Development Partners, Inc."
1410098,CRMD,CorMedix Inc.
1410172,RBCN,"Rubicon Technology, Inc."
1410187,CNNC,Cannonau Corp.
1410384,QTWO,"Q2 Holdings, Inc."
1410428,XSPA,"XpresSpa Group, Inc."
1410636,AWK,"American Water Works Company, Inc."
1410738,VPLM,Voip-pal.com Inc
1410939,ISEE,"IVERIC bio, Inc."
1411036,CLTH,"CleanTech Biofuels, Inc."
1411059,KBRS,"KBS Real Estate Investment Trust II, Inc."
1411207,ALSN,Allison Transmission Holdings Inc
1411342,EFC,Ellington Financial Inc.
1411342,EFC-PA,Ellington Financial Inc.
1411494,APO,"Apollo Global Management, Inc."
1411494,APO-PA,"Apollo Global Management, Inc."
1411494,APO-PB,"Apollo Global Management, Inc."
1411579,AMC,"AMC ENTERTAINMENT HOLDINGS, INC."
1411685,VTGN,"VistaGen Therapeutics, Inc."
1411688,TCS,"Container Store Group, Inc."
1411690,BNGO,"Bionano Genomics, Inc"
1411879,INNV,"INNOVUS PHARMACEUTICALS, INC."
1411906,AMPE,"Ampio Pharmaceuticals, Inc."
1412067,ONTY,"Cascadian Therapeutics, Inc."
1412095,SGOC,"SGOCO Group, Ltd."
1412100,MHLD,"Maiden Holdings, Ltd."
1412126,RMSL,RemSleep Holdings Inc.
1412270,CRCM,Care.com Inc
1412347,WMLPQ,"Westmoreland Resource Partners, LP"
1412408,PHR,"Phreesia, Inc."
1412486,COCP,"Cocrystal Pharma, Inc."
1412659,RGIN,"Regenicin, Inc."
1412665,MOFG,"MidWestOne Financial Group, Inc."
1412707,LEVL,Level One Bancorp Inc
1413119,KBLB,"Kraig Biocraft Laboratories, Inc"
1413159,TGH,TEXTAINER GROUP HOLDINGS LTD
1413263,CJJD,"CHINA JO-JO DRUGSTORES, INC."
1413329,PM,Philip Morris International Inc.
1413447,NXPI,NXP Semiconductors N.V.
1413488,MCTC,"CANNABIS GLOBAL, INC."
1413745,ANTE,AIRNET TECHNOLOGY INC.
1413837,FFWM,First Foundation Inc.
1413855,FANH,FANHUA INC.
1413891,SGSI,"Spectrum Global Solutions, Inc."
1413891,SGSID,"Spectrum Global Solutions, Inc."
1413898,AHC,A. H. Belo Corp
1413909,DSGT,DSG Global Inc.
1414043,FDBL,"Friendable, Inc."
1414374,PBNC,Paragon Commercial CORP
1414382,CLEV,Concrete Leveling Systems Inc
1414767,VSTR,ValueSetters Inc.
1414932,OCSL,Oaktree Specialty Lending Corp
1414932,OSLE,Oaktree Specialty Lending Corp
1414953,MOJO,"MOJO Organics, Inc."
1415306,PSRU,"PURESPECTRUM, INC."
1415311,AGQ,ProShares Trust II
1415311,BOIL,ProShares Trust II
1415311,CROC,ProShares Trust II
1415311,ZSL,ProShares Trust II
1415311,UVXY,ProShares Trust II
1415311,VIXM,ProShares Trust II
1415311,VIXY,ProShares Trust II
1415311,YCL,ProShares Trust II
1415311,YCS,ProShares Trust II
1415311,SCO,ProShares Trust II
1415311,SVXY,ProShares Trust II
1415311,UCO,ProShares Trust II
1415311,UGL,ProShares Trust II
1415311,ULE,ProShares Trust II
1415311,OILD,ProShares Trust II
1415311,OILU,ProShares Trust II
1415311,EUO,ProShares Trust II
1415311,GLL,ProShares Trust II
1415311,KOLD,ProShares Trust II
1415311,EUFX,ProShares Trust II
1415332,LTUM,Lithium Corp
1415404,SATS,EchoStar CORP
1415624,YUME,YuMe Inc
1415744,NMEX,NORTHERN MINERALS & EXPLORATION LTD.
1415916,GMLP,Golar LNG Partners LP
1415916,GMLPP,Golar LNG Partners LP
1415921,NMM,Navios Maritime Partners L.P.
1416090,IMII,INCEPTION MINING INC.
1416697,BLPG,"Blue Line Protection Group, Inc."
1416876,FCHS,"First Choice Healthcare Solutions, Inc."
1417028,MJTK,CANNASYS INC
1417370,YUANF,FINCERA INC.
1417398,HI,"Hillenbrand, Inc."
1417663,SNWV,"SANUWAVE Health, Inc."
1417664,VEII,"Value Exchange International, Inc."
1417754,LINUF,LiNiu Technology Group
1417892,SOL,ReneSola Ltd
1417926,INVO,"INVO Bioscience, Inc."
1417926,INVOD,"INVO Bioscience, Inc."
1418076,SLRC,Solar Capital Ltd.
1418091,TWTR,"TWITTER, INC."
1418100,AVYA,Avaya Holdings Corp.
1418121,APLE,"Apple Hospitality REIT, Inc."
1418133,BSPM,"Biostar Pharmaceuticals, Inc."
1418135,KDP,Keurig Dr Pepper Inc.
1418819,IRDM,Iridium Communications Inc.
1419041,FBRX,"Forte Biosciences, Inc."
1419041,TOCA,"Forte Biosciences, Inc."
1419051,TSOI,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC."
1419242,AT,ATLANTIC POWER CORP
1419275,GRBX,GreenBox POS
1419465,STB,STUDENT TRANSPORTATION INC.
1419536,CBNK,Capital Bancorp Inc
1419554,BBLG,Bone Biologics Corp
1419583,EOPT,"Eos Petro, Inc."
1419600,FLXN,Flexion Therapeutics Inc
1419612,SEDG,"SOLAREDGE TECHNOLOGIES, INC."
1419793,OCLN,"ORIGINCLEAR, INC."
1419806,REEMF,RARE ELEMENT RESOURCES LTD
1419945,TNK,TEEKAY TANKERS LTD.
1419951,DTST,Data Storage Corp
1420302,LOGM,"LogMeIn, Inc."
1420368,DLTI,DLT Resolution Inc.
1420520,ATOM,Atomera Inc
1420529,AACG,ATA Creativity Global
1420565,ALRN,AILERON THERAPEUTICS INC
1420569,PLSB,Pulse Beverage Corp
1420720,IBIO,"iBio, Inc."
1420800,CFX,Colfax CORP
1420811,ONDK,"On Deck Capital, Inc."
1421182,VRS,Verso Corp
1421204,NSPX,"Inspyr Therapeutics, Inc."
1421204,NSPXD,"Inspyr Therapeutics, Inc."
1421461,IPI,"Intrepid Potash, Inc."
1421517,ERII,"Energy Recovery, Inc."
1421636,CBNT,"C-Bond Systems, Inc"
1421865,CHIT,"CHERUBIM INTERESTS, INC."
1421876,GLPG,GALAPAGOS NV
1421907,TDNT,Trident Brands Inc
1422142,ARPO,"Aerpio Pharmaceuticals, Inc."
1422143,KURA,"Kura Oncology, Inc."
1422183,FSK,FS KKR Capital Corp
1422222,ADAC,Adama Technologies Corp
1422296,SHNL,"Shentang International, Inc."
1422768,HLWD,Almost Never Films Inc.
1422841,WAAS,AquaVenture Holdings Ltd
1422892,SINO,"Sino-Global Shipping America, Ltd."
1423221,NX,Quanex Building Products CORP
1423325,ICNN,"Incoming, Inc."
1423689,AGNC,AGNC Investment Corp.
1423689,AGNCM,AGNC Investment Corp.
1423689,AGNCN,AGNC Investment Corp.
1423689,AGNCO,AGNC Investment Corp.
1423689,AGNCP,AGNC Investment Corp.
1423723,QHYG,QHY GROUP
1423774,ZUO,ZUORA INC
1423869,PCB,PCB BANCORP
1423902,WES,"Western Midstream Partners, LP"
1424151,NEXS,NEXUS BIOPHARMA INC
1424404,WOLV,Wolverine Technologies Corp.
1424549,FUTL,FUTURELAND CORP.
1424657,CUEN,Cuentas Inc.
1424768,VYCO,VYCOR MEDICAL INC
1424864,RYES,Rise Gold Corp.
1424929,FOXF,FOX FACTORY HOLDING CORP
1425203,ASDN,Astro Aerospace Ltd.
1425205,IOVA,"IOVANCE BIOTHERAPEUTICS, INC."
1425287,WKHS,Workhorse Group Inc.
1425289,BLTN,BRIGHTLANE CORP.
1425292,UAN,"CVR PARTNERS, LP"
1425450,KIDS,ORTHOPEDIATRICS CORP
1425565,RGSEQ,"Real Goods Solar, Inc."
1425627,IMLE,"SOBR Safe, Inc."
1425627,IMLED,"SOBR Safe, Inc."
1425627,SOBR,"SOBR Safe, Inc."
1426011,TALR,TALON REAL ESTATE HOLDING CORP.
1426332,NGM,NGM BIOPHARMACEUTICALS INC
1426506,SMGI,SMG Industries Inc.
1426800,ASMB,"ASSEMBLY BIOSCIENCES, INC."
1426945,ECHO,"Echo Global Logistics, Inc."
1427437,ETI-P,"ENTERGY TEXAS, INC."
1427437,EZT,"ENTERGY TEXAS, INC."
1427570,OBLN,OBALON THERAPEUTICS INC
1427925,ACRX,ACELRX PHARMACEUTICALS INC
1428205,ARR,"Armour Residential REIT, Inc."
1428205,ARR-PC,"Armour Residential REIT, Inc."
1428336,HQY,"HEALTHEQUITY, INC."
1428389,BLXX,"Blox, Inc."
1428439,ROKU,"ROKU, INC"
1428522,RDUS,"Radius Health, Inc."
1428765,GETH,GREEN ENVIROTECH HOLDINGS CORP.
1428816,EPXY,"Epoxy, Inc."
1428875,SERV,SERVICEMASTER GLOBAL HOLDINGS INC
1429260,FBIO,"Fortress Biotech, Inc."
1429260,FBIOP,"Fortress Biotech, Inc."
1429393,TKLS,"Trutankless, Inc."
1429560,TRVN,TREVENA INC
1429764,BLNK,Blink Charging Co.
1429764,BLNKW,Blink Charging Co.
1429937,BTG,B2GOLD CORP
1430306,TNXP,Tonix Pharmaceuticals Holding Corp.
1430523,VRUS,"VERUS INTERNATIONAL, INC."
1430592,FNGN,"Financial Engines, LLC"
1430602,SNI,"Scripps Networks Interactive, Inc."
1430723,SFBS,"ServisFirst Bancshares, Inc."
1430725,GSL,"Global Ship Lease, Inc."
1430725,GSLD,"Global Ship Lease, Inc."
1430725,GSL-PB,"Global Ship Lease, Inc."
1431074,BRGO,"Bergio International, Inc."
1431372,GST,Gastar Exploration Inc.
1431567,OVLY,Oak Valley Bancorp
1431934,OWCP,OWC Pharmaceutical Research Corp.
1431959,TRCH,TORCHLIGHT ENERGY RESOURCES INC
1432364,AZUL,AZUL SA
1433195,APPF,APPFOLIO INC
1433270,AR,ANTERO RESOURCES Corp
1433309,PLTYF,"Plastec Technologies, Ltd."
1433607,NSPR-WT,"InspireMD, Inc."
1433607,NSPR-WTB,"InspireMD, Inc."
1433607,NSPR,"InspireMD, Inc."
1433642,HLNE,Hamilton Lane INC
1433660,JBT,John Bean Technologies CORP
1433714,CSLT,"CASTLIGHT HEALTH, INC."
1433821,CXBS,"Corix Bioscience, Inc."
1433994,FXSG,Invesco CurrencyShares Singapore Dollar Trust
1434110,PROP,PLEDGE PETROLEUM CORP
1434265,GMAB,GENMAB A/S
1434316,FATE,FATE THERAPEUTICS INC
1434418,CNST,CONSTELLATION PHARMACEUTICALS INC
1434524,CLIR,ClearSign Technologies Corp
1434588,LOPE,"Grand Canyon Education, Inc."
1434601,TMGI,"Marquie Group, Inc."
1434614,SAND,SANDSTORM GOLD LTD
1434620,IILG,"ILG, LLC"
1434621,TREE,"LendingTree, Inc."
1434647,KMPH,"KEMPHARM, INC"
1434674,CHND,CHINA MEDIA INC.
1434728,GWRS,"Global Water Resources, Inc."
1434729,HSNI,"HSN, Inc."
1434737,SRSG,"SPIRITS TIME INTERNATIONAL, INC."
1434754,SB,"SAFE BULKERS, INC."
1434754,SB-PC,"SAFE BULKERS, INC."
1434754,SB-PD,"SAFE BULKERS, INC."
1434842,FLSS,Forbes Energy Services Ltd.
1434868,ESPR,"Esperion Therapeutics, Inc."
1435049,ADRO,"ADURO BIOTECH, INC."
1435064,CETX,CEMTREX INC
1435064,CETXP,CEMTREX INC
1435064,CETXW,CEMTREX INC
1435163,CTDT,"CENTAURUS DIAMOND TECHNOLOGIES, INC."
1435181,PHBI,Pharmagreen Biotech Inc.
1435224,VEGL,"Vegalab, Inc."
1435387,DENR,Discovery Energy Corp.
1435508,FSFG,"First Savings Financial Group, Inc."
1435617,PWDY,"POWERDYNE INTERNATIONAL, INC."
1436126,MG,"Mistras Group, Inc."
1436161,CNAB,United Cannabis Corp
1436161,CNABQ,United Cannabis Corp
1436208,LEGH,Legacy Housing Corp
1436229,BTCS,BTCS Inc.
1436425,HBCP,"HOME BANCORP, INC."
1437071,IVR,Invesco Mortgage Capital Inc.
1437071,IVR-PA,Invesco Mortgage Capital Inc.
1437071,IVR-PB,Invesco Mortgage Capital Inc.
1437071,IVR-PC,Invesco Mortgage Capital Inc.
1437107,DISCA,"Discovery, Inc."
1437107,DISCB,"Discovery, Inc."
1437107,DISCK,"Discovery, Inc."
1437226,MHH,"Mastech Digital, Inc."
1437260,NNA,Navios Maritime Acquisition CORP
1437283,RPMT,"REGO PAYMENT ARCHITECTURES, INC."
1437352,EVBG,"EVERBRIDGE, INC."
1437402,ARDX,"ARDELYX, INC."
1437424,POETF,POET TECHNOLOGIES INC.
1437479,ENBP,ENB Financial Corp
1437491,ZEST,"Ecoark Holdings, Inc."
1437517,CLOQ,"CYBERLOQ TECHNOLOGIES, INC."
1437557,LLEX,"LILIS ENERGY, INC."
1437557,LLEXQ,"LILIS ENERGY, INC."
1437578,BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC.
1437822,ETAH,ETERNITY HEALTHCARE INC.
1437925,GMGI,"Golden Matrix Group, Inc."
1437925,GMGID,"Golden Matrix Group, Inc."
1437958,CCB,COASTAL FINANCIAL CORP
1438133,TNDM,TANDEM DIABETES CARE INC
1438231,DMRC,Digimarc CORP
1438423,MRAM,EVERSPIN TECHNOLOGIES INC
1438461,ELRE,Yinfu Gold Corp.
1438533,RTRX,"Retrophin, Inc."
1438569,GRFS,Grifols SA
1438644,DL,China Distance Education Holdings LTD
1438673,EGRN,"Evergreen-Agra Global Investments, Inc."
1438731,ALJJ,ALJ REGIONAL HOLDINGS INC
1438901,FLES,"4Less Group, Inc."
1438943,VBIO,"Vitality Biopharma, Inc."
1439095,MRC,MRC GLOBAL INC.
1439124,EBR,BRAZILIAN ELECTRIC POWER CO
1439124,EBR-B,BRAZILIAN ELECTRIC POWER CO
1439222,AGIO,"AGIOS PHARMACEUTICALS, INC."
1439288,RXN,Rexnord Corp
1439299,CCGN,"Consumer Capital Group, Inc."
1439404,ZNGA,ZYNGA INC
1439567,DNO,"United States Short Oil Fund, LP"
1440024,RRTS,"Roadrunner Transportation Systems, Inc."
1440153,BKUH,"Bakhu Holdings, Corp."
1440799,MMEX,MMEX Resources Corp
1440972,LAC,LITHIUM AMERICAS CORP.
1441082,LAKF,Lake Forest Minerals Inc.
1441236,CLW,Clearwater Paper Corp
1441683,APPN,APPIAN CORP
1441693,MBII,MARRONE BIO INNOVATIONS INC
1441769,DIRV,DIRECTVIEW HOLDINGS INC
1441816,MDB,"MongoDB, Inc."
1441849,CLDPQ,CLOUD PEAK ENERGY INC.
1442101,ZYJT,Zhong Ya International Ltd
1442145,VRSK,"Verisk Analytics, Inc."
1442236,QRHC,Quest Resource Holding Corp
1442376,TSMI,"Total Sports Media, Inc."
1442492,LRDC,"Laredo Oil, Inc."
1442620,RCON,"Recon Technology, Ltd"
1442626,BRG,"Bluerock Residential Growth REIT, Inc."
1442711,CYPW,CYCLONE POWER TECHNOLOGIES INC
1442836,MRSN,"Mersana Therapeutics, Inc."
1442999,ABTI,ALTEROLA BIOTECH INC.
1443089,WHSI,"WEARABLE HEALTH SOLUTIONS, INC."
1443388,GRYN,GREEN HYGIENICS HOLDINGS INC.
1443611,SING,SinglePoint Inc.
1443646,BAH,Booz Allen Hamilton Holding Corp
1443669,PRLB,Proto Labs Inc
1443863,BICX,BioCorRx Inc.
1443979,CNWHF,China Networks International Holdings Ltd
1444144,ACNV,"ACCELERA INNOVATIONS, INC."
1444192,ACST,Acasti Pharma Inc.
1444307,ONCS,ONCOSEC MEDICAL Inc
1444363,GCAP,"GAIN Capital Holdings, Inc."
1444380,NVRO,NEVRO CORP
1444406,EC,ECOPETROL S.A.
1444839,BRVO,Bravo Multinational Inc.
1445109,CCTC,Clean Coal Technologies Inc.
1445175,LTGJ,"Xiamen Lutong International Travel Agency Co., Ltd."
1445283,PTI,"PROTEOSTASIS THERAPEUTICS, INC."
1445305,WK,WORKIVA INC
1445467,AVPMF,AVRUPA MINERALS LTD.
1445815,BIXT,"BIOXYTRAN, INC"
1445930,KB,KB Financial Group Inc.
1445942,TMRC,Texas Mineral Resources Corp.
1446152,SENY,"SAUER ENERGY, INC."
1446159,POAI,Predictive Oncology Inc.
1446847,IRWD,IRONWOOD PHARMACEUTICALS INC
1447028,ABUS,Arbutus Biopharma Corp
1447051,TBNK,Territorial Bancorp Inc.
1447362,CSTL,CASTLE BIOSCIENCES INC
1447380,MFON,MOBIVITY HOLDINGS CORP.
1447599,FIT,"FITBIT, INC."
1447669,TWLO,TWILIO INC
1448056,NEWR,"NEW RELIC, INC."
1448397,SHIPZ,Seanergy Maritime Holdings Corp.
1448397,SHIP,Seanergy Maritime Holdings Corp.
1448397,SHIPW,Seanergy Maritime Holdings Corp.
1448431,OPRX,OptimizeRx Corp
1448558,GRWC,"GROW CAPITAL, INC."
1448597,BFGC,Bullfrog Gold Corp.
1448695,UNGS,Sylios Corp
1448705,BASA,"BASANITE, INC."
1448893,ESNT,Essent Group Ltd.
1449349,RDGL,VIVOS INC
1449447,ETNI,"ENTEST GROUP, INC."
1449488,CCLP,CSI Compressco LP
1449574,BVTK,"Bravatek Solutions, Inc."
1449732,WG,"Willbros Group, Inc.\NEW\"
1449792,PPSI,"PIONEER POWER SOLUTIONS, INC."
1449794,EMYB,"Embassy Bancorp, Inc."
1450708,AURM,"Aurum, Inc."
1450922,SIVR,Aberdeen Standard Silver ETF Trust
1450923,SGOL,Aberdeen Standard Gold ETF Trust
1451448,GMBL,"ESPORTS ENTERTAINMENT GROUP, INC."
1451448,GMBLW,"ESPORTS ENTERTAINMENT GROUP, INC."
1451505,RIG,Transocean Ltd.
1451512,TRTC,Terra Tech Corp.
1451797,AHCP,Anchorage International Holdings Corp.
1451809,SITM,SITIME Corp
1452857,SPLP,STEEL PARTNERS HOLDINGS L.P.
1452872,RLLY,"ARC Group, Inc."
1452922,JXHLY,"JXTG Holdings, Inc."
1453015,BLDP,Ballard Power Systems Inc.
1453593,XTNT,"Xtant Medical Holdings, Inc."
1453687,SELB,SELECTA BIOSCIENCES INC
1454742,GMER,"GOOD GAMING, INC."
